Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
8400,8400,0.0925,60,car,22.47%,NM,MORTGAGE,4833.33,760-764,6,19187,0,3 years,760
24375,24300,0.158,60,debt_consolidation,30.61%,PA,MORTGAGE,4708.33,700-704,18,49136,0,10+ years,700
8575,8575,0.158,36,debt_consolidation,34.41%,KY,MORTGAGE,4541.67,675-679,15,5180,1,10+ years,675
13800,13800,0.1212,36,debt_consolidation,17.11%,CA,RENT,4250,695-699,8,11366,0,< 1 year,695
17000,17000,0.1149,36,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9,13883,0,4 years,695
11000,11000,0.1367,36,debt_consolidation,13.44%,LA,MORTGAGE,4666.67,675-679,8,10482,0,6 years,675
7800,7800,0.1435,36,other,21.89%,CA,RENT,2508.33,680-684,5,25780,0,< 1 year,680
3725,3725,0.1059,36,credit_card,18.57%,NY,RENT,11666.67,695-699,21,43987,0,10+ years,695
11000,11000,0.1727,36,other,11.44%,WI,MORTGAGE,5000,665-669,7,10070,3,10+ years,665
8500,8500,0.1531,36,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5,8844,0,< 1 year,670
10000,10000,0.0976,36,credit_card,6.83%,MA,RENT,4583.33,705-709,14,13511,0,7 years,705
12000,12000,0.1171,60,debt_consolidation,23.30%,CT,MORTGAGE,4000,725-729,8,15010,0,10+ years,725
31500,31425,0.1212,60,other,21.32%,IL,RENT,5250,755-759,10,11936,0,10+ years,755
19000,19000,0.1531,60,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8,25692,0,3 years,705
12000,12000,0.1016,36,debt_consolidation,14.22%,CO,MORTGAGE,8791.67,695-699,10,17185,2,8 years,695
19125,19125,0.1016,36,debt_consolidation,25.58%,FL,RENT,4000,725-729,5,0,0,5 years,725
6525,6500,0.1607,36,other,10.11%,MD,RENT,3166.67,700-704,3,2494,1,1 year,700
8975,8975,0.079,36,debt_consolidation,21.51%,NJ,MORTGAGE,9166.67,725-729,18,61613,3,10+ years,725
6000,5975,0.0603,36,other,11.41%,NY,MORTGAGE,6250,780-784,9,89985,2,n/a,780
20800,20800,0.1922,60,credit_card,15.50%,TX,RENT,6916.67,680-684,20,28764,1,10+ years,680
8400,8400,0.1427,36,debt_consolidation,11.95%,NC,MORTGAGE,4166.67,680-684,10,16634,1,10+ years,680
20000,20000,0.1849,36,debt_consolidation,12.83%,FL,MORTGAGE,13583.33,675-679,17,30679,1,< 1 year,675
18550,18550,0.1212,36,debt_consolidation,11.37%,FL,MORTGAGE,3941,710-714,14,9438,0,n/a,710
9600,9600,0.1212,36,credit_card,25.35%,CT,RENT,4750,685-689,11,29475,0,5 years,685
6000,6000,0.0603,36,major_purchase,12.68%,TX,MORTGAGE,6666.67,775-779,13,8581,0,10+ years,775
14000,14000,0.1531,36,credit_card,11.35%,AZ,RENT,7333.33,680-684,7,6229,1,< 1 year,680
17000,16573.33,0.1298,36,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5,19053,0,10+ years,705
13250,13225,0.1065,36,credit_card,24.96%,NJ,RENT,3333.33,700-704,13,16192,0,1 year,700
13000,13000,0.0976,36,credit_card,24.50%,TX,RENT,4166.67,705-709,10,15534,0,6 years,705
20000,20000,0.1212,36,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7,15917,0,1 year,700
7000,7000,0.1531,36,credit_card,15.64%,CO,RENT,2666.67,670-674,11,11529,0,5 years,670
12000,12000,0.1727,36,debt_consolidation,15.07%,CO,MORTGAGE,4166.67,665-669,7,12318,1,< 1 year,665
4200,4200,0.0762,36,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15,10819,1,2 years,735
15000,7100,0.1189,36,debt_consolidation,12.42%,FL,MORTGAGE,5000,715-719,15,31563,3,< 1 year,715
1775,1775,0.0654,36,debt_consolidation,19.77%,OH,RENT,3333.33,725-729,11,2038,0,< 1 year,725
10000,10000,0.1212,36,home_improvement,18.81%,NY,MORTGAGE,3250,695-699,10,19354,0,10+ years,695
14400,14375,0.1269,60,debt_consolidation,16.06%,GA,RENT,6250,730-734,6,28675,1,7 years,730
16000,13150,0.0849,36,credit_card,10.30%,FL,RENT,5416.67,735-739,15,15119,0,6 years,735
10000,9975,0.1348,36,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,680-684,11,18823,0,10+ years,680
3000,2950,0.0579,36,small_business,8.49%,CO,RENT,5416.67,745-749,13,10380,1,1 year,745
20000,20000,0.079,36,debt_consolidation,20.95%,CA,RENT,4333.33,750-754,9,13169,1,10+ years,750
6000,6000,0.158,36,debt_consolidation,21%,WI,RENT,2176.67,685-689,13,4356,1,2 years,685
7050,7050,0.1349,36,debt_consolidation,14.05%,PA,MORTGAGE,5624,680-684,6,2530,3,4 years,680
11325,11325,0.1212,36,other,8.61%,TX,RENT,2833.33,725-729,3,9137,0,10+ years,725
2000,2000,0.1629,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9,3313,1,2 years,670
11000,6557.05,0.1253,36,other,1.62%,CA,RENT,6667,690-694,7,4526,0,10+ years,690
10000,10000,0.1433,36,debt_consolidation,23.56%,WA,RENT,2750,700-704,4,14317,0,2 years,700
15000,15000,0.1629,36,credit_card,10.67%,CA,RENT,5000,665-669,14,13611,0,4 years,665
23000,22975,0.1864,60,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13,23773,0,6 years,690
10000,10000,0.1531,36,credit_card,26.03%,WA,MORTGAGE,5416.67,675-679,12,7161,3,n/a,675
4000,4000,0.1223,60,other,2.63%,CO,MORTGAGE,9417,705-709,5,13865,0,5 years,705
13000,12909.48,0.1074,36,debt_consolidation,19.25%,CA,RENT,3200,715-719,7,28032,1,< 1 year,715
5000,525,0.0933,36,home_improvement,11.93%,WI,MORTGAGE,15000,715-719,16,60568,1,2 years,715
6400,6400,0.0751,36,major_purchase,9.58%,IL,RENT,6400,735-739,11,12306,1,< 1 year,735
3825,3800,0.079,36,small_business,3.72%,NY,RENT,3333.33,745-749,3,5106,0,5 years,745
8000,8000,0.1799,36,debt_consolidation,3.96%,FL,RENT,7750,660-664,9,8080,1,5 years,660
8000,7975,0.1727,36,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,665-669,7,2963,1,3 years,665
6000,6000,0.1531,36,debt_consolidation,6.26%,NJ,RENT,11833.33,660-664,21,21567,0,5 years,660
2500,2500,0.089,36,other,22.49%,MO,RENT,2583.33,715-719,7,5883,3,2 years,715
10000,10000,0.1311,36,debt_consolidation,18.72%,CO,RENT,4625,685-689,13,7411,0,2 years,685
14600,14600,0.0976,36,credit_card,29.51%,FL,OWN,2500,730-734,14,23616,1,2 years,730
24000,23800,0.2114,60,other,12.92%,MI,RENT,9166.67,660-664,7,4324,0,10+ years,660
2200,2200,0.079,36,major_purchase,8.16%,WA,MORTGAGE,5500,770-774,8,2927,0,3 years,770
10000,10000,0.1311,36,debt_consolidation,18.96%,CA,RENT,8744.26,680-684,16,27086,0,< 1 year,680
5000,5000,0.0976,36,credit_card,28.28%,NC,MORTGAGE,4583.33,695-699,15,38092,0,10+ years,695
12300,12300,0.0751,36,debt_consolidation,22.29%,FL,RENT,3750,735-739,6,27282,1,7 years,735
2500,2500,0.1322,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10,3777,2,< 1 year,690
15000,14825,0.1273,36,other,16.89%,PA,MORTGAGE,6691.67,700-704,14,14488,3,3 years,700
1000,1000,0.1074,36,debt_consolidation,9%,UT,RENT,1100,715-719,5,1314,0,2 years,715
18000,17975,0.1171,36,debt_consolidation,10.34%,AZ,RENT,3540,700-704,8,14960,0,< 1 year,700
5000,5000,0.158,36,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4,4164,2,7 years,700
6000,5956.31,0.0999,36,debt_consolidation,17.86%,CO,MORTGAGE,4980,685-689,10,15280,1,n/a,685
2500,2500,0.1037,36,debt_consolidation,24.30%,NJ,RENT,2000,705-709,10,1523,0,2 years,705
6000,6000,0.1016,36,home_improvement,6.56%,NC,MORTGAGE,2333.33,710-714,6,440,3,8 years,710
7000,5525,0.0775,36,debt_consolidation,10.37%,NV,RENT,4158,765-769,13,6634,0,8 years,765
4200,4200,0.1306,36,major_purchase,13.82%,NJ,MORTGAGE,6500,680-684,14,23653,1,10+ years,680
12500,12500,0.1409,36,debt_consolidation,21.50%,TX,OWN,2083.33,685-689,9,11967,0,6 years,685
15400,9458.33,0.1632,60,house,15.17%,VA,RENT,6500,695-699,11,9989,1,4 years,695
30000,30000,0.1777,36,other,9.41%,MN,RENT,10192,710-714,12,24188,0,< 1 year,710
20700,20700,0.1629,60,debt_consolidation,32.95%,CA,RENT,6250,720-724,20,22277,1,7 years,720
7000,7000,0.1311,36,medical,22.36%,IL,MORTGAGE,5833.33,685-689,7,28985,1,5 years,685
8000,8000,0.079,36,medical,8.91%,NY,RENT,3166.67,755-759,4,680,0,6 years,755
18000,18000,0.2099,60,credit_card,11.63%,CA,RENT,9051.83,670-674,5,32394,2,4 years,670
12000,12000,0.0662,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9,6578,1,10+ years,745
5500,5500,0.1269,36,credit_card,19.33%,VA,RENT,1800,670-674,6,12567,0,4 years,670
18000,17975,0.1099,60,debt_consolidation,15.35%,CA,RENT,5666.67,750-754,12,1372,0,2 years,750
5400,5400,0.1629,36,medical,20.03%,GA,RENT,2666.67,660-664,9,11114,1,1 year,660
18000,18000,0.1212,60,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,730-734,14,26622,0,3 years,730
3000,3000,0.1074,36,other,15.55%,DE,RENT,2000,705-709,5,1750,1,2 years,705
21000,21000,0.0762,36,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,775-779,7,19178,0,7 years,775
8000,8000,0.1777,36,credit_card,34.56%,IL,RENT,3291.67,725-729,26,18518,0,2 years,725
1750,1750,0.0788,36,debt_consolidation,23.35%,VA,MORTGAGE,2000,735-739,13,13826,5,10+ years,735
7500,214.02,0.08,36,other,7.17%,KS,MORTGAGE,3750,795-799,14,9409,1,7 years,795
9500,9500,0.1465,36,debt_consolidation,8.82%,CA,RENT,5416.67,685-689,4,7831,0,1 year,685
14500,14500,0.1409,36,debt_consolidation,27.78%,MI,MORTGAGE,6250,705-709,9,46129,0,10+ years,705
4800,4800,0.1999,36,debt_consolidation,20.44%,NM,MORTGAGE,2500,660-664,4,21514,1,n/a,660
3800,3800,0.0699,36,credit_card,3.18%,NY,RENT,3583.33,740-744,9,3766,0,4 years,740
20675,20675,0.1727,60,debt_consolidation,13.30%,MD,RENT,3916.67,710-714,5,2449,0,1 year,710
3500,225,0.1028,36,other,10%,NY,RENT,15000,685-689,,,,< 1 year,685
27050,27050,0.1905,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8,15793,0,6 years,690
8000,7850,0.1533,36,debt_consolidation,16.04%,FL,MORTGAGE,6416.67,675-679,8,25573,3,6 years,675
5300,5300,0.1527,36,credit_card,24.88%,CT,RENT,2500,660-664,11,7855,2,1 year,660
5000,5000,0.079,36,debt_consolidation,12.85%,PA,OWN,6666.67,730-734,18,9597,2,3 years,730
15500,15500,0.089,36,home_improvement,16.36%,PA,RENT,9000,700-704,8,4097,4,10+ years,700
11200,11200,0.0791,36,debt_consolidation,13.07%,GA,MORTGAGE,8500,720-724,9,5439,1,3 years,720
16000,16000,0.2376,60,credit_card,27.06%,TX,RENT,5416.67,665-669,18,24610,3,1 year,665
21850,21850,0.158,36,credit_card,26.29%,NJ,RENT,10000,690-694,20,43173,1,4 years,690
2400,2375,0.089,36,debt_consolidation,11.23%,NC,RENT,2333.33,705-709,8,2075,0,4 years,705
2700,2700,0.0579,36,debt_consolidation,19.81%,OH,MORTGAGE,3958.33,750-754,14,13159,1,8 years,750
30100,30100,0.1942,60,home_improvement,3.31%,DC,MORTGAGE,8333.33,705-709,15,3737,3,6 years,705
20000,20000,0.1433,60,debt_consolidation,15.68%,CA,RENT,7083.33,720-724,8,17270,0,5 years,720
6000,6000,0.0662,36,house,16.03%,FL,RENT,4166.67,805-809,5,79,0,1 year,805
2000,2000,0.1465,36,debt_consolidation,16.66%,CA,OWN,2083.33,685-689,5,2566,1,5 years,685
3200,766.09,0.1286,36,other,14.77%,PA,RENT,2824,670-674,6,3318,1,7 years,670
18000,17950,0.1349,60,debt_consolidation,28.35%,MD,MORTGAGE,13333.33,740-744,23,39592,0,< 1 year,740
15000,15000,0.1527,36,small_business,7.85%,NJ,RENT,15416.67,680-684,17,8962,1,6 years,680
5000,5000,0.1199,60,major_purchase,14.85%,TX,RENT,4167,725-729,10,3489,3,2 years,725
7500,7500,0.1367,36,credit_card,15.97%,WV,RENT,4833.33,700-704,8,3908,2,5 years,700
16000,16000,0.1799,36,debt_consolidation,5.64%,CA,RENT,7415.83,665-669,10,21686,3,10+ years,665
20000,20000,0.079,36,small_business,21.42%,TX,MORTGAGE,5000,755-759,6,6264,1,7 years,755
24000,24000,0.158,60,debt_consolidation,16.73%,NC,MORTGAGE,7500,665-669,10,24126,0,7 years,665
25000,24925,0.1595,36,credit_card,17.95%,MD,RENT,7983.33,685-689,14,28330,0,2 years,685
3000,3000,0.0603,36,other,5.50%,VA,RENT,4166.67,750-754,7,9616,0,5 years,750
8000,7875,0.1148,36,other,15.10%,FL,OWN,3833.33,735-739,4,13415,0,6 years,735
13000,13000,0.1099,60,home_improvement,21.70%,GA,MORTGAGE,6517,740-744,14,4663,0,3 years,740
8000,8000,0.0603,36,debt_consolidation,4.51%,OR,MORTGAGE,3500,815-819,9,6737,0,10+ years,815
10000,10000,0.1212,36,home_improvement,31.46%,NY,MORTGAGE,5000,695-699,16,18921,0,6 years,695
20000,19925,0.1253,36,other,3.65%,AZ,MORTGAGE,5200,780-784,3,9231,0,7 years,780
21700,21700,0.1531,36,credit_card,13.93%,CA,MORTGAGE,5147.17,695-699,6,8795,2,n/a,695
2500,2500,0.1199,36,debt_consolidation,9.98%,RI,RENT,6250,680-684,10,11131,3,10+ years,680
10000,9869.17,0.1496,36,debt_consolidation,17.79%,MA,RENT,3750,670-674,16,7201,4,4 years,670
17000,17000,0.079,36,car,27.41%,CA,RENT,3083.33,735-739,12,16756,0,10+ years,735
10000,10000,0.0662,36,debt_consolidation,24.24%,IL,RENT,3750,765-769,9,1623,0,2 years,765
14100,14100,0.1855,36,debt_consolidation,22.70%,AL,OWN,3000,665-669,7,12114,1,10+ years,665
26500,26500,0.2049,60,credit_card,30.36%,MO,MORTGAGE,5000,690-694,14,10350,0,5 years,690
12000,12000,0.1212,36,debt_consolidation,9.70%,CA,MORTGAGE,11166.67,710-714,11,19643,1,3 years,710
2200,-0.01,0.1387,36,credit_card,10.35%,NJ,RENT,3333.33,640-644,10,11606,1,3 years,640
7200,7200,0.0762,36,car,7.97%,CA,RENT,8333.33,730-734,12,25430,0,6 years,730
6500,1196.59,0.0832,36,debt_consolidation,5.43%,PA,MORTGAGE,3333,740-744,9,9830,5,10+ years,740
19750,19750,0.1727,60,debt_consolidation,13.39%,NY,MORTGAGE,6737.5,710-714,14,19070,3,4 years,710
21000,20975,0.1491,60,debt_consolidation,9.64%,CA,RENT,3476.8,725-729,10,0,1,4 years,725
3500,3500,0.1581,36,debt_consolidation,13.14%,AR,MORTGAGE,18333.33,665-669,8,11107,2,7 years,665
2650,2650,0.0749,36,debt_consolidation,21.11%,WV,OWN,1482.92,725-729,15,1808,2,4 years,725
15000,15000,0.1311,36,credit_card,19.36%,CA,OWN,5000,695-699,10,16618,0,10+ years,695
4800,4800,0.1433,36,credit_card,18.91%,IL,MORTGAGE,5833.33,695-699,13,29287,1,5 years,695
12000,12000,0.1799,36,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,670-674,10,7393,0,7 years,670
6000,6000,0.0662,36,debt_consolidation,3.88%,NH,MORTGAGE,5000,760-764,5,4242,0,1 year,760
12000,12000,0.079,60,debt_consolidation,1.88%,DE,MORTGAGE,6666.67,790-794,6,3364,0,6 years,790
1550,1550,0.1212,36,other,11.21%,CA,RENT,5083.33,680-684,9,5755,0,6 years,680
35000,35000,0.1531,36,debt_consolidation,19.59%,PA,MORTGAGE,7500,695-699,11,29953,2,1 year,695
3000,3000,0.0714,36,debt_consolidation,12.85%,PA,RENT,4916.67,730-734,8,3210,0,5 years,730
15000,14775,0.1025,36,credit_card,5.72%,CA,MORTGAGE,9166.67,720-724,13,14887,0,5 years,720
14400,14400,0.1849,36,credit_card,33.23%,FL,RENT,5166.67,665-669,14,11089,2,4 years,665
12000,12000,0.0988,36,educational,5.16%,OH,MORTGAGE,3333.33,755-759,7,1117,3,3 years,755
20000,19975,0.1999,36,debt_consolidation,6.81%,NY,RENT,5500,660-664,11,9028,1,3 years,660
11700,11650,0.0766,36,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,745-749,13,26769,1,10+ years,745
7750,7750,0.1311,36,credit_card,27.28%,TX,MORTGAGE,4208.33,660-664,14,11840,0,2 years,660
12000,12000,0.1991,60,debt_consolidation,11.73%,GA,RENT,3000,660-664,10,10828,0,4 years,660
6000,5750,0.0714,36,debt_consolidation,8.91%,CT,MORTGAGE,4500,760-764,10,4561,1,10+ years,760
5000,5000,0.079,36,home_improvement,27.06%,LA,MORTGAGE,3333.33,720-724,16,11746,0,8 years,720
6000,6000,0.1629,36,credit_card,20.96%,TX,MORTGAGE,4183.33,665-669,10,7335,1,4 years,665
25000,15925,0.1036,60,debt_consolidation,11.22%,NJ,RENT,7916.67,755-759,6,36534,1,2 years,755
23000,23000,0.0762,36,car,6.51%,CA,MORTGAGE,25000,810-814,10,227,0,10+ years,810
10000,10000,0.1311,36,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,700-704,6,8119,1,7 years,700
4800,4800,0.0788,60,major_purchase,7.88%,CA,MORTGAGE,1600,765-769,6,4191,1,n/a,765
20500,20500,0.1212,36,credit_card,30.95%,NV,MORTGAGE,4333.33,705-709,14,33294,0,10+ years,705
21000,20950,0.1879,60,debt_consolidation,20.31%,FL,MORTGAGE,6750,690-694,14,24763,0,< 1 year,690
7500,7500,0.079,36,major_purchase,11.79%,MD,OWN,2916.67,820-824,2,349,0,1 year,820
16800,16800,0.164,36,debt_consolidation,7.02%,MO,MORTGAGE,6666.67,675-679,8,16211,1,< 1 year,675
10000,8851.08,0.1166,36,debt_consolidation,8.40%,CA,MORTGAGE,4133.33,685-689,6,11735,2,10+ years,685
12000,12000,0.1649,60,small_business,18.63%,NY,RENT,4000,685-689,9,11376,0,10+ years,685
17900,17900,0.1825,60,debt_consolidation,7.36%,TX,RENT,5000,705-709,7,10217,0,10+ years,705
24000,9675,0.1715,36,debt_consolidation,12.70%,FL,RENT,18483,670-674,14,40099,6,5 years,670
9600,9600,0.1433,36,debt_consolidation,20.69%,MO,MORTGAGE,2750,670-674,16,11518,0,10+ years,670
8000,8000,0.1268,60,credit_card,18.78%,VT,MORTGAGE,11583.33,700-704,13,86700,0,10+ years,700
9000,9000,0.1343,36,major_purchase,19.45%,NJ,OWN,6750,690-694,7,26588,1,4 years,690
10000,10000,0.1465,36,major_purchase,19.25%,OH,MORTGAGE,8083.33,675-679,14,9246,1,10+ years,675
8000,8000,0.1629,36,debt_consolidation,9.75%,TX,RENT,5250,665-669,14,6035,1,5 years,665
12000,12000,0.1632,60,major_purchase,9.74%,TX,RENT,5000,680-684,9,6852,1,3 years,680
20000,19950,0.1114,36,debt_consolidation,17.37%,NH,MORTGAGE,6650,715-719,9,19955,1,10+ years,715
4800,4800,0.0788,36,debt_consolidation,23.95%,FL,MORTGAGE,3750,710-714,19,114509,0,n/a,710
28000,27950,0.1942,60,debt_consolidation,4.56%,VA,MORTGAGE,10813.17,685-689,8,9397,3,10+ years,685
10000,10000,0.1114,36,home_improvement,8.80%,NC,OWN,4000,705-709,17,10750,0,5 years,705
7300,7300,0.0662,36,credit_card,20.11%,GA,MORTGAGE,3416.67,730-734,14,23030,0,4 years,730
8450,8450,0.079,36,debt_consolidation,10.93%,PA,RENT,3000,730-734,6,7603,1,3 years,730
20000,20000,0.2198,60,home_improvement,17.08%,TX,MORTGAGE,5000,675-679,5,19780,1,2 years,675
16000,16000,0.2198,60,home_improvement,10.99%,IL,MORTGAGE,3466.67,665-669,8,13797,1,7 years,665
30000,29950,0.1727,36,debt_consolidation,12.29%,TX,RENT,10000,695-699,17,18680,0,3 years,695
12000,11530.58,0.1523,60,credit_card,20.18%,WA,MORTGAGE,4166.67,700-704,10,18559,1,7 years,700
24500,24450,0.1183,36,house,13.42%,NY,OWN,12500,810-814,10,346,0,10+ years,810
3000,2275,0.1375,36,educational,2.38%,FL,OWN,588.5,640-644,4,469,0,8 years,640
8000,8000,0.1531,36,other,18.62%,CO,OWN,3083.33,680-684,14,1669,2,4 years,680
17000,16786.31,0.0894,36,vacation,2.19%,CA,MORTGAGE,10000,775-779,15,63646,1,< 1 year,775
4200,4200,0.1171,36,debt_consolidation,15.97%,IL,RENT,6041.67,680-684,11,5913,0,8 years,680
1400,1400,0.1427,36,medical,3.05%,OR,RENT,2750,680-684,3,1276,0,1 year,680
2500,2500,0.1465,36,debt_consolidation,23.58%,FL,OWN,5130.42,670-674,13,5942,2,4 years,670
12000,12000,0.1531,36,debt_consolidation,18.24%,TX,MORTGAGE,3333.33,675-679,12,6209,1,7 years,675
2200,2200,0.1171,36,home_improvement,1.02%,NY,MORTGAGE,7167.92,725-729,4,2639,0,3 years,725
35000,35000,0.1629,36,debt_consolidation,19.92%,FL,MORTGAGE,14166.67,660-664,12,216561,1,10+ years,660
12000,12000,0.1409,36,debt_consolidation,10.21%,NY,MORTGAGE,20833.33,695-699,17,23800,2,4 years,695
9600,9575,0.1399,36,other,13.94%,MN,RENT,3206.67,670-674,10,9824,0,9 years,670
16500,16500,0.0603,36,debt_consolidation,22.65%,CA,MORTGAGE,5416.67,815-819,17,14835,0,10+ years,815
15000,14450,0.1186,60,debt_consolidation,16.38%,MA,MORTGAGE,6166.67,730-734,6,42971,0,10+ years,730
1500,1500,0.1149,36,other,15.90%,CA,MORTGAGE,5555.08,685-689,16,21774,2,10+ years,685
4000,4000,0.1212,36,debt_consolidation,25.95%,WI,MORTGAGE,3333.33,705-709,8,24937,0,1 year,705
4325,4250,0.1075,36,other,17.77%,GA,RENT,4400,705-709,7,3365,0,2 years,705
3600,3575,0.0691,36,debt_consolidation,19.07%,CO,RENT,1500,715-719,7,4298,0,< 1 year,715
28000,28000,0.0762,36,debt_consolidation,19.21%,OH,MORTGAGE,14166.67,730-734,10,49026,0,10+ years,730
15000,15000,0.1311,36,credit_card,18.73%,CA,RENT,4000,695-699,7,15055,0,2 years,695
5000,5000,0.1531,36,wedding,10.28%,CA,RENT,1916.67,660-664,8,5982,0,5 years,660
21000,21000,0.1367,36,debt_consolidation,11.42%,SC,MORTGAGE,10700,710-714,12,16830,2,2 years,710
5000,5000,0.1714,60,car,4.17%,WI,MORTGAGE,3000,680-684,4,760,1,10+ years,680
14400,14400,0.1016,36,debt_consolidation,28.54%,MD,MORTGAGE,5083.33,705-709,12,4292,0,9 years,705
13600,13600,0.1311,36,debt_consolidation,20.37%,HI,RENT,3666.67,680-684,14,20411,0,4 years,680
7500,7400,0.0774,36,debt_consolidation,7.72%,NJ,OWN,10000,775-779,14,5195,1,3 years,775
18000,17975,0.1905,36,moving,33.23%,GA,MORTGAGE,5416.67,685-689,10,15626,1,10+ years,685
15000,10765.99,0.0788,36,credit_card,3.90%,OH,RENT,10000,755-759,8,6055,2,5 years,755
4800,4800,0.1212,36,other,16.94%,MD,RENT,4800,680-684,7,2770,0,< 1 year,680
10000,10000,0.1311,36,debt_consolidation,26.87%,CO,RENT,3166.67,680-684,6,7271,0,7 years,680
26500,26450,0.1825,60,debt_consolidation,3.67%,WA,RENT,4416.67,720-724,3,7628,1,3 years,720
15800,15450,0.1114,36,debt_consolidation,21.88%,OK,OWN,8333.33,745-749,7,29860,0,< 1 year,745
20000,20000,0.089,36,debt_consolidation,3.18%,NC,MORTGAGE,17500,735-739,6,28579,2,8 years,735
7000,7000,0.1531,36,credit_card,14.74%,TX,RENT,12208.33,685-689,22,25181,3,10+ years,685
24000,24000,0.0762,36,home_improvement,14.22%,OK,MORTGAGE,6833.33,760-764,8,11058,0,10+ years,760
12000,12000,0.1465,36,debt_consolidation,11.39%,AR,RENT,8333.33,685-689,14,19696,2,6 years,685
10000,550,0.1059,36,debt_consolidation,10.22%,IN,RENT,2083.33,685-689,4,6552,4,< 1 year,685
23000,22975,0.1199,36,credit_card,20.81%,LA,MORTGAGE,7000,725-729,10,21598,3,10+ years,725
14000,13975,0.1751,60,home_improvement,16.44%,NH,OWN,4666.67,695-699,11,10948,3,10+ years,695
18000,17975,0.1875,60,debt_consolidation,23.34%,TX,MORTGAGE,5416.67,695-699,10,14744,2,2 years,695
7000,7000,0.1016,36,other,24.01%,CA,MORTGAGE,10250,705-709,15,43306,0,2 years,705
12700,12700,0.079,60,home_improvement,19.47%,PA,MORTGAGE,5833.33,775-779,12,14787,0,10+ years,775
12000,11975,0.1398,60,credit_card,18.41%,CA,MORTGAGE,4666.67,700-704,14,13616,0,8 years,700
4500,4475,0.1114,36,other,34.74%,WA,RENT,2700,690-694,13,6747,0,10+ years,690
1000,1000,0.0788,36,moving,17.15%,NY,RENT,6000,715-719,11,23572,1,3 years,715
1000,1000,0.1581,36,home_improvement,24.40%,MD,OWN,3000,665-669,5,3430,1,3 years,665
10550,10525,0.1212,36,debt_consolidation,18.75%,NJ,RENT,5583.33,685-689,7,9533,0,10+ years,685
17825,17825,0.1409,36,debt_consolidation,18.85%,TX,MORTGAGE,6250,690-694,12,27554,0,10+ years,690
10750,10750,0.1409,36,other,26.14%,OH,RENT,2666.67,720-724,3,9800,0,8 years,720
13600,13600,0.079,36,home_improvement,12.61%,CA,MORTGAGE,6250,740-744,7,14524,0,n/a,740
20000,20000,0.2247,60,debt_consolidation,23.94%,WA,MORTGAGE,7000,670-674,8,19537,1,10+ years,670
10050,10050,0.1433,36,debt_consolidation,24.59%,MT,MORTGAGE,2500,685-689,9,10421,0,7 years,685
30000,30000,0.089,36,debt_consolidation,26.65%,CA,RENT,6666.67,740-744,7,10472,0,< 1 year,740
27575,27575,0.1727,36,credit_card,33.47%,PA,MORTGAGE,5750,700-704,21,24705,2,n/a,700
14675,14625,0.1311,36,debt_consolidation,19.20%,MA,MORTGAGE,4416.67,695-699,16,17930,2,10+ years,695
10000,10000,0.1409,36,debt_consolidation,17.79%,CA,RENT,3333.33,675-679,9,10525,0,10+ years,675
7275,7275,0.079,36,debt_consolidation,25.41%,CA,RENT,7000,720-724,13,8532,0,4 years,720
4200,4200,0.1727,36,credit_card,14.78%,AK,RENT,2083.33,660-664,7,3690,0,< 1 year,660
25000,24288.45,0.1186,36,debt_consolidation,7.43%,TX,MORTGAGE,5250,730-734,9,18318,4,10+ years,730
